id,Adresse,categorie_finale,indice_resilience,indice_global,indice_renouvelable,indice_importance,rang_final
44,999 Rue De Louvain E,Vulnérable – priorité élevée,0.5774754301966607,0.5030976318887327,0.3961555470459097,0.5562298216932486,104.0
560,3430 Rue Bellechasse,Vulnérable – priorité élevée,0.6055781540318272,0.7879364169899299,0.9097666281359396,0.5561874506703021,105.0
2383,2060 Rue Dickson,Vulnérable – priorité élevée,0.5755461469370853,0.5154314991251314,0.4341975159605294,0.5533283193331315,106.0
3035,8750 Av. Chaumont,Vulnérable – priorité élevée,0.5759735148595486,0.5867983933593417,0.5847151967797422,0.5506942425345565,107.0
3029,3100 Rue Saint-Antoine,Priorité moyenne,0.6104149221698401,0.8223838680305036,1.0,0.5467313190037488,108.0
5,330 Rue Saint-Paul E,Priorité moyenne,0.4883988569982557,0.5401500908772257,0.6960093349990173,0.5417170092013551,109.0
297,4985 Avenue West Hill,Priorité moyenne,0.6156780292878965,0.7559973345972532,0.8772612188401634,0.540462043993949,110.0
3237,1177 Rue Dupuis,Vulnérable – priorité élevée,0.5907788019267155,0.5631489058969131,0.5604535133549089,0.5346409389057836,111.0
763,1515 Boulevard Du Tricentenaire,Vulnérable – priorité élevée,0.6022302570985658,0.6582070405860743,0.736459889749111,0.5319597860084039,112.0
2619,7675 Rue Colbert,Priorité moyenne,0.6495974269974967,0.8354972531643725,1.0,0.5308334098012877,113.0
455,8000 Rue Normanville,Vulnérable – priorité élevée,0.6063018650451053,0.579384087768209,0.5775793348189726,0.5298532368461205,114.0
3100,13665 Boul. Pierrefonds,Priorité moyenne,0.5881271731741866,0.771818902823038,1.0,0.5294868312299296,115.0
481,3175 Rue De Rouen,Vulnérable – priorité élevée,0.5990798967668065,0.6300078673381913,0.7037784198421326,0.5266492793858536,116.0
431,1196 Voie Camillien-Houde,Vulnérable – priorité élevée,0.5688645841109131,0.2425885366675933,0.0,0.5234081136889044,117.0
455,8000 Rue De Normanville,Vulnérable – priorité élevée,0.6077264640739224,0.579384087768209,0.602205475093186,0.5214755002896632,118.0
3665,2580 Boulevard Saint-Joseph,Priorité moyenne,0.5800566028861773,0.6408815397809274,0.7830744126148939,0.5207027421650655,119.0
481,3175 Rue Rouen,Vulnérable – priorité élevée,0.6039553786523131,0.6300078673381913,0.7271980248523398,0.5165349622000012,120.0
482,11301 Boul. Acadie,Vulnérable – priorité élevée,0.586810290190146,0.5484348577982039,0.6003375407969858,0.5159265407750095,121.0
3144,8400 -8420 Lacordaire,Priorité moyenne,0.6341339290255944,0.7945302554796235,1.0,0.5152804364925474,122.0
3032,"7171, Rue Bombardier, Anjou",Vulnérable – priorité élevée,0.571272181543333,0.4464159765270805,0.429708857146405,0.515215208319154,123.0
110,1600 Rue Drucourt,Vulnérable – priorité élevée,0.5975940430617019,0.5854773839641321,0.6570802352600005,0.5146382153911622,124.0
610,4988 Rue Vézina,Priorité moyenne,0.6223519915630165,0.688859519568006,0.8191582237789485,0.513165577059948,125.0
2464,4880 Avenue Van Horne,Vulnérable – priorité élevée,0.6133125842383962,0.5144475865353408,0.4903512653751223,0.5125746168147075,126.0
1078,8850 Avenue Dubuisson,Vulnérable – priorité élevée,0.6202361125469785,0.5513334732209205,0.5574093382037568,0.510399525202188,127.0
480,8780 Avenue Dubuisson,Vulnérable – priorité élevée,0.5913340145230152,0.5513334732209205,0.6195634269617183,0.5090731628210091,128.0
3207,1925 Rue Saint-Antoine,Priorité moyenne,0.5904685559642662,0.6144029081511799,0.7507041597501289,0.50807579121601,129.0
1303,251 Avenue Des Pins O,Priorité moyenne,0.5485157189852164,0.6948166890581986,1.0,0.5066845691002312,130.0
482,11301 Boulevard De L' Acadie,Vulnérable – priorité élevée,0.5977207444416878,0.5484348577982039,0.6110847713951055,0.5059959154910371,131.0
315,10560 Rue Saint-Hubert,Priorité moyenne,0.5916628149712049,0.5498435215092773,0.6292113424220147,0.5050221937077567,132.0
2406,3444 Rue Saint-Joseph E,Priorité moyenne,0.5961730768228317,0.4353134404232444,0.413558522377688,0.49818352445512615,133.0
175,2235 Rue Michel-Jurdant,Vulnérable – priorité élevée,0.6007313948781279,0.4706107681442212,0.4781153848049646,0.4972447285049286,134.0
2406,3444 Boul. Saint-Joseph E,Priorité moyenne,0.6371799130950934,0.7670714164460135,1.0,0.4966774720032657,135.0
1333,13001 Boul. Cavendish,Vulnérable – priorité élevée,0.6102194106443599,0.5167715185327104,0.5554114786988733,0.4960401103070988,136.0
98,4200 Rue Ontario E,Priorité moyenne,0.5730051112642249,0.7006854301406922,1.0,0.49532901028236137,137.0
3206,2901 Boul. Saint-Joseph,Priorité moyenne,0.5110558080383976,0.4306736401259199,0.6239183423501309,0.483119065944639,138.0
44,999 Rue Louvain E,Vulnérable – priorité élevée,0.6248952574600934,0.5030976318887327,0.552323144425827,0.47969308882987777,139.0
276,6750 Rue De Marseille,Priorité moyenne,0.6124937096698175,0.5483255288061801,0.6771132591104239,0.4767868427483642,140.0
240,500 Boulevard Rosemont,Priorité moyenne,0.6608103847272203,0.6803950674693483,0.8472925756228422,0.47597161614214495,141.0
1,275 Rue Notre-Dame E,Bonne performance,0.5383367061117686,0.6101529928856136,0.9644670261330724,0.47209572427001173,142.0
1061,6150 Avenue Royalmount,Priorité moyenne,0.6412184603569105,0.6288458057612506,0.8071101851409552,0.46873520571267846,143.0
2621,7000 Boulevard Maurice-Duplessis,Vulnérable – priorité élevée,0.6577067089772004,0.6047011258837558,0.726523740895459,0.46852804025526124,144.0
3679,1441 Rue Saint-Urbain,Priorité moyenne,0.6012412184244438,0.6487223679749553,0.9307717642999058,0.467529567191607,145.0
1033,6400 Avenue De Monkland,Priorité moyenne,0.6756586248212653,0.7527638561509389,1.0,0.4644864594340849,146.0
1033,6400 Av. Monkland,Priorité moyenne,0.6763876853886954,0.7527638561509389,1.0,0.46404185145191124,147.0
3032,7171 Rue Bombardier,Vulnérable – priorité élevée,0.6154780506870623,0.4464159765270805,0.5162017610985763,0.46188356240866263,148.0
8091,8200 Av. Chénier,Priorité moyenne,0.637368537903902,0.5850728695219889,0.7508535084393828,0.46154237828512873,149.0
12,155 Rue Notre-Dame E,Priorité moyenne,0.5414894070740662,0.6101529928856136,1.0,0.459338433127753,150.0
4485,9091 Boulevard Henri-Bourassa O,Bonne performance,0.6340603566107816,0.3449645661804996,0.2982064335503213,0.4551533711863039,151.0
3015,530 Boulevard Bouchard (Dvl),Priorité moyenne,0.6373506603735637,0.5591557472132485,0.7354186057338519,0.4504544510971785,152.0
276,6750 Rue Marseille,Priorité moyenne,0.6297193298757378,0.5483255288061801,0.734387208336833,0.44881814350619287,153.0
608,850 Avenue Émile-Journault,Priorité moyenne,0.6362561851677102,0.5032242274666436,0.6477107884307873,0.44375653037043034,154.0
142,6767 Chemin De La Côte-Des-Neiges,Priorité moyenne,0.6530924713437187,0.684007336478682,1.0,0.4363178731366761,155.0
142,6767 Ch. Côte-Des-Neiges,Priorité moyenne,0.654089262480476,0.684007336478682,1.0,0.43570999319396503,156.0
631,9235 Avenue Papineau,Vulnérable – priorité élevée,0.6652343151054285,0.5338673392244802,0.6851197399075302,0.43336521948804435,157.0
2558,85 Rue Notre-Dame E,Priorité moyenne,0.5913077298351731,0.6101529928856136,1.0,0.42895738531416994,158.0
986,14001 Rue Notre-Dame E,Priorité moyenne,0.68872749948132,0.6046180616042032,0.8029578575927261,0.4262535946370718,159.0
2,775 Rue Gosford,Priorité moyenne,0.5895470328338257,0.603298494850718,1.0,0.42585099786120006,160.0
3112,2345 Boul. Thimens,Priorité moyenne,0.6343092264798658,0.5263051728626157,0.7565769284398038,0.4258241773266156,161.0
3236,4501 Rue Bannantyne,Priorité moyenne,0.6409024148333899,0.5725740262845251,0.8359641669936129,0.42581322818908457,162.0
1074,8931 Av. Papineau,Vulnérable – priorité élevée,0.6741146099566186,0.5338673392244802,0.6995312933231752,0.4235553406707547,163.0
3685,855 Boulevard Crémazie E,Vulnérable – priorité élevée,0.6666506072834298,0.570473265735794,0.7945026255984751,0.42147229848987244,164.0
709,5290 Chemin De La Côte-Des-Neiges,Priorité moyenne,0.6779873522863813,0.6745214830694454,1.0,0.41535123523479545,165.0
709,5290 Ch. Côte-Des-Neiges,Priorité moyenne,0.6782470230768882,0.6745214830694454,1.0,0.41519287842418956,166.0
151,3755 Rue Botrel,Priorité moyenne,0.6065223408144007,0.5644126934133137,0.9310790912638288,0.41280009031799364,167.0
849,2385 Boulevard Thimens,Vulnérable – priorité élevée,0.6684389030321038,0.5263051728626157,0.7470289789624582,0.40792198931687623,168.0
3209,7644 Rue Édouard,Priorité moyenne,0.6113494990427653,0.5145433082994633,0.850844004825543,0.40390927916127844,169.0
1396,707 Av 75E,Priorité moyenne,0.6833344402065418,0.5206972171032802,0.7643319153938062,0.39014222035652835,170.0
3109,777 Boul. Marcel-Laurin,Priorité moyenne,0.6611747242331041,0.6124619496017578,1.0,0.38775800606480304,171.0
3956,1248 Avenue Bernard (Out),Priorité moyenne,0.6322852211762406,0.5794108621591213,1.0,0.385220118653163,172.0
3956,1248 Av. Bernard,Priorité moyenne,0.6329402936084318,0.5794108621591213,1.0,0.38482063136052175,173.0
3031,7650 Boulevard Châteauneuf (Anj),Priorité moyenne,0.655217620787485,0.460086398209281,0.7603193469415725,0.3715496888667971,174.0
3031,7650 Boul. Châteauneuf,Priorité moyenne,0.660227289443177,0.460086398209281,0.7597325091620983,0.3686735460803897,175.0
3094,41 Av Saint-Just,Priorité moyenne,0.6795983294004319,0.5958086825699401,1.0,0.3663668376679186,176.0
3096,"999, Ave Mceachran",Priorité moyenne,0.672374764791118,0.5478846945967184,0.926486969807979,0.3639616971690313,177.0
811,8105 Rue Hochelaga,Priorité moyenne,0.7022144172617957,0.6050518433941277,1.0,0.3582115342934501,178.0
3084,4243 Rue De Charleroi,Priorité moyenne,0.6510337216598632,0.5121953925117912,1.0,0.33279612398522473,179.0
1716,5655 Boulevard Pie-Ix,Bonne performance,0.696364957843471,0.1761125722721445,0.2502354291257734,0.3288128095009351,180.0
889,12515 Boulevard Rodolphe-Forget,Bonne performance,0.6596152493261302,0.3115284320258672,0.6076576636664082,0.3248210926768646,181.0
2359,3535 36E Avenue,Bonne performance,0.6617788370045921,0.2392648670425504,0.4727622619659734,0.32056476593908073,182.0
95,1000 Avenue Émile-Journault E,Bonne performance,0.6848809576536277,0.5032242274666436,0.9581036224842104,0.31945886315071254,183.0
3089,11212 Av Garon,Priorité moyenne,0.6932036035018367,0.3714353227700904,0.6988826389095792,0.31305493081173974,184.0
1163,4101 Rue Sherbrooke,Bonne performance,0.6246751065708013,0.1761125722721445,0.4515228138176047,0.3111556909694394,185.0
3686,2805 Boulevard Thimens (Slr),Priorité moyenne,0.7086842800144852,0.5263051728626157,1.0,0.3062433541395344,186.0
3686,2805 Boul. Thimens,Priorité moyenne,0.7091828684314996,0.5263051728626157,1.0,0.3059392965619791,187.0
762,14201 Rue Sherbrooke E,Bonne performance,0.6857075733861295,0.2591877591285784,0.5398267072753722,0.2976726703478153,188.0
1058,21253 Boulevard Gouin O,Bonne performance,0.6956878925221186,0.0,0.0163354581269118,0.2931461847505062,189.0
850,2727 Boul. Thimens,Priorité moyenne,0.7340270068667079,0.5263051728626157,1.0,0.2907884260417736,190.0
2459,9001 Boulevard Perras,Bonne performance,0.7051674506931247,0.3115284320258672,0.6517629969149772,0.28359315458021106,191.0
514,2980 Rue Viau,Bonne performance,0.6770271361109494,0.1838031793165176,0.4674968586264951,0.27904873045423867,192.0
212,4040 Avenue Du Parc,Bonne performance,0.6655698384424602,0.2425885366675933,0.6090229953748802,0.2787313632260085,193.0
1163,4101 Rue Sherbrooke E,Bonne performance,0.6936507016117593,0.1761125722721445,0.4616257848222079,0.2660112511562119,194.0
2522,6000 Rue Notre-Dame O,Bonne performance,0.7026251017933325,0.2229707712288058,0.5758360037166532,0.2542893880704125,195.0
6574,7500 Rue Saint-Denis,Priorité moyenne,0.7199281681398655,0.4500001137084763,1.0,0.25285278203853073,196.0
3330,3175 Chemin Remembrance,Bonne performance,0.6969033298794574,0.3110224111050182,0.7826009089603503,0.2484294411116941,197.0
528,9175 Boulevard Perras,Bonne performance,0.70265510712657,0.3115284320258672,0.7827360373114536,0.24518918260302014,198.0
2359,3535 Av. 36E,Bonne performance,0.7143265165047246,0.2392648670425504,0.6274157461600707,0.24136256093458333,199.0
1043,12090 Rue Notre-Dame E,Priorité moyenne,0.7529982197566221,0.4226464632790131,0.9561532570533048,0.22937386265414808,200.0
1062,7800 Boul. Métropolitain E,Priorité moyenne,0.7407503160434372,0.4295884951632981,1.0,0.22770691279638935,201.0
1867,7501 Av. Rondeau,Priorité moyenne,0.7948971748564786,0.4022721266115509,1.0,0.17802763681019312,202.0
450,2800 Rue Viau,Bonne performance,0.7396193061774006,0.1838031793165176,0.7431777625245879,0.15681753648059077,203.0
891,1301 Rue Sherbrooke E,Bonne performance,0.729142301412339,0.1048463811186427,0.6193946763796316,0.152799778794026,204.0
864,10851 Av. Saint-Charles,Priorité moyenne,0.774777290320211,0.338435670123304,1.0,0.1513676613411691,205.0
321,7650 Boulevard Maurice-Duplessis,Bonne performance,0.8063073357902526,0.2178218442316085,0.8360899649468039,0.10856391351988108,206.0
260,3400 Boulevard Des Trinitaires,Bonne performance,0.75560289802004,0.1208754626399042,0.7577694937864712,0.10424522704556413,207.0
68,3933 Av. Parc-La Fontaine,Bonne performance,0.7577562460990879,0.1048463811186427,0.7910759756824504,0.08300115229778188,208.0
2402,4777 Avenue Pierre-De Coubertin,Bonne performance,0.7491723858697537,0.1838031793165176,1.0,0.07268188765183119,209.0
260,3400 Boul. Trinitaires,Bonne performance,0.8026313009404523,0.1208754626399042,1.0,0.001705033594883984,210.0
1803,3933 Avenue Du Parc-La Fontaine,Bonne performance,0.8535938598417951,0.1048463811186427,0.8675034894046652,0.0012516899700310558,211.0
2175,4581 Rue Sherbrooke E,Bonne performance,0.8606642955095671,0.1761125722721445,1.0,0.0,212.0
1106,10351 Rue Sherbrooke E,,,0.4711992885317158,0.5566000222186258,,
3071,1080 Av Dollard,,,0.5206972171032802,,,
4109,4242 Place De L'Hôtel-De-Ville,,,0.5121953925117912,1.0,,
1112,"14 150, Boul Gouin O",,,0.5442797810702658,0.8791432425232397,,
3235,260 Rue Elgar,,,,0.9849046856732832,,
1358,160 Ch. Tour-De-L'Isle,,,,1.0,,
